0,-0.9733749733
1,-1.143001581
2,-0.9772996349
3,-0.9545046963
4,-0.9702744329
5,-1.035827545
6,-0.9283115032
7,-0.913694572
8,-1.004898797
9,-1.04053636
10,-0.8945042209
11,-0.9554927782
12,-0.8673048827
13,-0.9879156618
14,-1.104604363
15,-0.9703787878
16,-1.099722429
17,-1.048449549
18,-1.100212948
19,-0.9221239781
20,-1.155516144
21,-1.149353318
22,-1.040747615
23,-0.8784639331
24,-1.16367784
25,-0.92359826
26,-0.9371309463
27,-1.157815433
28,-0.9647672901
29,-1.003322916
30,-1.057234468
31,-1.113535313
32,-0.7437148385
33,-0.9231914488
34,-1.005090455

35,2.898142161
36,3.058046749
37,3.133532201
38,3.021145951
39,3.147667712
40,2.959753749
41,3.102397722
42,3.037450681
43,2.958499265
44,2.953817333
45,2.863425205
46,2.941879028
47,3.087358948
48,3.14178513
49,3.089190528
50,3.087376403
51,2.997719009
52,2.931052514
53,2.92340769
54,3.123940995
55,2.994476754
56,2.812927286
57,3.035878811
58,3.037264407
59,3.132620635
60,3.100552054
61,2.926182174
62,2.903955602
63,2.95258984
64,2.787879766
65,2.968638639
66,3.138794192
67,3.251424201
68,3.059183689
69,2.985727638
70,3.059451856
71,2.841846164
72,2.833348557
73,2.869694189
74,3.21331449
75,3.02038918
76,2.993995826
77,3.089828188
78,3.146954419
79,2.938424312
80,2.969656608
81,2.996590401

83,-0.9883138982
84,-0.9023347735
85,-0.9563410646
86,-0.8433601199
87,-0.9540724447
88,-1.144054164
89,-1.071736649
90,-0.9433919772
91,-1.070144941
92,-0.8903690031
93,-1.026340545
94,-0.9562479523
95,-0.977465609
96,-1.062821308
97,-1.093480424
98,-1.066341074
99,-1.140641931
100,-0.9435003051
101,-1.054172735
102,-1.00367095
103,-1.001710066
104,-1.017889448
105,-0.914408657
106,-0.977993592
107,-1.020492909
108,-0.9860843754
109,-1.083694173
110,-1.027615601
111,-0.9631477198
112,-0.9840307693
113,-1.058493566
114,-1.025172245
115,-0.8576605399
116,-0.9432330411
117,-1.042957637
118,-0.9645504318
119,-1.165787526
120,-1.088457539
121,-0.9656917392
122,-1.014678349
123,-0.9191292871
124,-1.087565331
125,-0.8461648663
126,-0.8985099881
127,-1.043028695
128,-0.9242998589
129,-0.946484093
130,-0.9015461278
131,-0.9846782465
132,-1.063326482

133,3.099193241
134,2.997335435
135,3.117903085
136,2.956828341
137,3.015878379
138,2.902013911
139,2.945547336
140,3.078797894
141,3.059814116
142,3.006934045
143,2.986058919
144,3.051897077
145,2.984328567
146,3.04470034
147,2.984639715
148,3.01865808
149,2.891348053
150,3.062729972
151,3.002955639
152,3.017398984
153,2.972569648
154,3.066778949
155,2.853653247
156,3.080430655
157,3.012036885
158,2.902877543
159,3.13018862
160,3.011929933
161,3.220268
162,3.060550221

163,-1.020550846
164,-0.948429784
165,-0.7907059518
166,-0.8988728755
167,-1.11387235
168,-1.031214916
169,-1.033461804
170,-1.096497315
171,-1.0843179
172,-1.157154164
173,-1.026155754
174,-0.9133549166
175,-0.9645421139
176,-0.9586083055
177,-0.9651032025
178,-0.9749181296
179,-1.200501416
180,-0.916676861
181,-0.9892356616
182,-0.8335612454
183,-0.9070334782
184,-1.140331656
185,-0.9746117217
186,-1.02968276
187,-1.043777259
188,-1.065584879
189,-0.9686271378
190,-1.15741062
191,-0.9873902859
192,-1.038190349
193,-0.893137158
194,-0.8547072809
195,-1.06077137
196,-1.01443348
197,-0.8911452937
198,-1.028078582
199,-0.8980631291
200,-0.9171516067
201,-1.153524788
202,-0.9095493314
203,-0.9611179898
204,-0.824794884
205,-0.8635663503
206,-0.9513842763
207,-0.8317105893
208,-0.9657070564
209,-0.9648741078
210,-1.014999737
211,-1.096625791

212,3.061487383
213,2.968958758
214,2.970245247
215,3.137194457
216,2.948351316
217,3.077532403
218,2.948332795
219,3.03713477
220,2.962566426
221,2.924410401
222,3.059049445
223,3.058113182
224,2.890964476
225,3.047263053
226,3.17285767
227,3.018109459
228,3.124697197
229,2.939882416
230,3.075680057
231,2.895128739
232,3.051732261
233,2.980691773
234,3.09031942
235,3.002050125
236,3.075431733
237,2.987761503
238,2.893285124
239,2.996227271
240,2.917200899
241,3.056794156
242,3.096608157
243,3.209585411
244,2.880447593
245,3.125661508
246,2.779580898
247,3.092587822
248,3.033937396
249,2.929304705
250,3.065904953
251,2.856798528
252,3.055166492
253,3.033718728
254,3.032415106
255,2.970697027
256,3.0779368
257,2.938929166
258,3.099780117
259,2.91805131
260,3.044102731
261,2.974598878
262,2.874511912
263,2.969620253
264,2.92983957
265,2.882250023
266,2.962198774
267,2.929777367
268,3.172026199
269,3.051449461
270,2.916925558
271,3.02808055
272,2.92483529
273,2.813285232
274,3.122078588
275,2.923378124
276,2.980280872
277,3.111625201
278,2.894477587
279,3.054220417
280,3.074738145
281,2.820014275
282,3.203318648
283,2.961582603
284,2.962894306
285,2.940801818
286,3.005882112
287,2.935378317
288,3.001422873

289,-1.022969548
290,-0.9610642512
291,-0.8475773162
292,-0.9053956409
293,-1.153279514
294,-1.00906309
